id,id_orig,date,lon,lat,x,y,x.se,y.se,gap_flag,logit_g,logit_g.se,g
6471_1,6471,2024-05-23T20:12:00Z,33.085636549222194,-23.104820800229707,508.76937539909807,7444.8739555222965,0.2852697757076664,0.2664309792368373,0,0.7643705794320752,0.9011475384908179,0.6993606089964695
6471_1,6471,2024-05-23T21:12:00Z,33.0885848960078,-23.107153999085728,509.0711361972779,7444.615487277561,0.2852697680861848,0.26643098341519966,0,0.7186705752359085,0.9027388812831676,0.6878595178667989
6471_1,6471,2024-05-23T22:12:00Z,33.09073776445496,-23.10686847523652,509.29161073912354,7444.646959749721,0.2868676690119232,0.2679232203900669,0,0.6697910618592983,0.9041274038714708,0.6753564255555216
6471_1,6471,2024-05-23T23:12:00Z,33.0938223210562,-23.10560211879284,509.60756177975225,7444.786947409363,0.27461665137239877,0.25647763026447684,0,0.6277447865595669,0.9015956663703071,0.6644417271346995
6471_1,6471,2024-05-24T00:12:00Z,33.09356282430666,-23.102060156314376,509.58124011380147,7445.179064197057,0.2868676754023022,0.26792322466759766,0,0.5798073012430105,0.895585043064427,0.651826902187608
6471_1,6471,2024-05-24T01:12:00Z,33.09014964716428,-23.100839666673316,509.2317991347994,7445.314393764366,0.27604129348417794,0.257807983227847,0,0.5357576400183112,0.8854749471483365,0.6400835298022801
6471_1,6471,2024-05-24T02:12:00Z,33.09240021264871,-23.10154789850684,509.46221943399024,7445.235847579253,0.27738304420273485,0.25906098806759437,0,0.4971744382500722,0.8720895593840141,0.6296853463238001
6471_1,6471,2024-05-24T03:12:00Z,33.09599523853975,-23.103171636955977,509.83024918152444,7445.055860219473,0.2660729731636743,0.24849366456610003,0,0.48475643924375467,0.8501487727479117,0.626317499849101
6471_1,6471,2024-05-24T04:12:00Z,33.09813322953251,-23.10323453046996,510.0491824277384,7445.048752290551,0.2660729699536449,0.2484936544817114,0,0.4631581249597533,0.8240386824140798,0.6204362962614014
6471_1,6471,2024-05-24T05:12:00Z,33.09815931034155,-23.103360868249894,510.05184379284714,7445.034764742662,0.2671887803252852,0.24953557261891232,0,0.44483524363390853,0.7936519197472255,0.6154242300311188
6471_1,6471,2024-05-24T06:12:00Z,33.097775412290844,-23.103284363882405,510.0125369846368,7445.043260249274,0.255421483599409,0.2385407601161999,0,0.4307173420789726,0.7543000668278703,0.6115486277801163
6471_1,6471,2024-05-24T07:12:00Z,33.09128219822015,-23.101808369902496,509.34771136844887,7445.207085080988,0.25542156405844385,0.23854083241624016,0,0.41665280134259197,0.7037629860652218,0.6076761175764906
6471_1,6471,2024-05-24T08:12:00Z,33.07495153001067,-23.106843880284117,507.67508994447707,7444.650599729258,0.2554214243222466,0.23854080041192047,0,0.398642628412766,0.6399944651161776,0.6027009132143804
6471_1,6471,2024-05-24T09:12:00Z,33.06034356372621,-23.106826707197552,506.1792241681469,7444.653193923496,0.2554217276634352,0.23854091576021588,0,0.27155808324019504,0.5820433983237981,0.5671346836927645
6471_1,6471,2024-05-24T10:12:00Z,33.06009681390085,-23.097583968754645,506.154377898132,7445.67638643656,0.25633979970088583,0.23939821773468364,0,0.034226660985178584,0.5778047174697253,0.4992871888267353
6471_1,6471,2024-05-24T11:12:00Z,33.06730764944953,-23.09303915980187,506.8930552134644,7446.1791796970565,0.24414356002105753,0.22800235079800787,0,-0.03330638966254921,0.5978565599451152,0.47984748935636024
6471_1,6471,2024-05-24T12:12:00Z,33.067521544060284,-23.08760440635585,506.91523847831587,7446.780802385628,0.24414349138737979,0.22800234562393829,0,-0.09791318834730287,0.6215279431907744,0.46126996856318364
6471_1,6471,2024-05-24T13:12:00Z,33.06490135517661,-23.08325660762251,506.647104766601,7447.262229466551,0.24414364628607776,0.22800245662014818,0,-0.15491311234452543,0.6450942544744928,0.44492719314578516
6471_1,6471,2024-05-24T14:12:00Z,33.07287869792045,-23.071268475186244,507.4647948504105,7448.588940821021,0.2448909374028945,0.22870028956641655,0,-0.23100964231523974,0.6594461256716314,0.4232255810047877
6471_1,6471,2024-05-24T15:12:00Z,33.072766718055675,-23.069020435744854,507.4534488592809,7448.837806196914,0.23229569186334387,0.21693119816829126,0,-0.355793326078052,0.6615730157525207,0.3880754287551989
6471_1,6471,2024-05-24T16:12:00Z,33.075615715926666,-23.068383553322896,507.745306482186,7448.908161486073,0.23289663065199417,0.21749217992482844,0,-0.3749849088075583,0.7206145440302071,0.3827309347038583
6471_1,6471,2024-05-24T17:12:00Z,33.07435001160879,-23.067708723579752,507.61569851030123,7448.982932110777,0.21993357553627776,0.20537913046077336,0,-0.39244920209954004,0.7686981500421559,0.3778839249639967
6471_1,6471,2024-05-24T18:12:00Z,33.07310777365778,-23.066167417559832,507.4885408808079,7449.153619937864,0.2204104144417984,0.20582422841169215,0,-0.3996929308297248,0.8101697570403702,0.37587827931412265
6471_1,6471,2024-05-24T19:12:00Z,33.072130191948695,-23.066240862527454,507.3884016463597,7449.145539253357,0.2067155230410567,0.19302724248416817,0,-0.41004552786172577,0.8427892665713604,0.37301683122001694
6471_1,6471,2024-05-24T20:12:00Z,33.070568697357395,-23.06574467082373,507.22848190774516,7449.200546055943,0.22041040888439384,0.20582421980830035,0,-0.4192795101522568,0.8690038629478425,0.3704696117256021
6471_1,6471,2024-05-24T21:12:00Z,33.06805645968109,-23.064264104396035,506.9712249515718,7449.364567724106,0.20711130952216486,0.1933966404593782,0,-0.43022058570223687,0.8879272395291378,0.3674577780180281
6471_1,6471,2024-05-24T22:12:00Z,33.06692310104003,-23.065345561861896,506.8550768453025,7449.244903230617,0.20748418898235435,0.19374463495352545,0,-0.4469772584850061,0.8998345468862927,0.3628586112161803
6471_1,6471,2024-05-24T23:12:00Z,33.06729816499175,-23.065724611509637,506.893476153382,7449.202924546311,0.19388122563361293,0.18103250466882298,0,-0.4596186887752619,0.9089672480675611,0.3594001072984276
6471_1,6471,2024-05-25T00:12:00Z,33.06479824317923,-23.061172130572285,506.63762771614006,7449.707002788154,0.19388120639847897,0.1810324693507384,0,-0.4707587524766235,0.912940424133965,0.35636051984577116
6471_1,6471,2024-05-25T01:12:00Z,33.061974226343196,-23.05968254682221,506.34841847839056,7449.872025965375,0.1941680752852117,0.18130012635795964,0,-0.47697963132647664,0.9117560151246137,0.35466653218678845
6471_1,6471,2024-05-25T02:12:00Z,33.06202758840473,-23.05895735455734,506.35391873986424,7449.952302857372,0.180293661670846,0.16833349484976173,0,-0.4881533387208221,0.9138137719704191,0.3516300634356217
6471_1,6471,2024-05-25T03:12:00Z,33.06198900718573,-23.05890800779035,506.34996891017283,7449.9577672484265,0.18029365536693667,0.16833348903279494,0,-0.49490786064078746,0.9141035933775565,0.34979843663912213
6471_1,6471,2024-05-25T04:12:00Z,33.06178645480515,-23.058679942771093,506.32923070678174,7449.983022956198,0.1805102872230468,0.16853560462008849,0,-0.5013477279124474,0.9084129867659337,0.3480549261363706
